"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","weekly","weekly_lower","weekly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2023-03-23,7228.86853500496,54.6041802060531,54.6041802060531,54.6041802060531,54.6041802060531,54.6041802060531,54.6041802060531,0,0,0,7133.18117587685,7434.01049199771,7228.86853500496,7228.86853500496,7283.47271521102
2023-03-24,7231.7939859376,62.1031021947937,62.1031021947937,62.1031021947937,62.1031021947937,62.1031021947937,62.1031021947937,0,0,0,7139.31037011295,7445.10521653721,7231.7939859376,7231.7939859376,7293.8970881324
2023-03-27,7240.57033873553,63.592980379948,63.592980379948,63.592980379948,63.592980379948,63.592980379948,63.592980379948,0,0,0,7154.1356944347,7454.28395768485,7240.57033873553,7240.57033873553,7304.16331911548
2023-03-28,7243.49578966817,59.1254437441907,59.1254437441907,59.1254437441907,59.1254437441907,59.1254437441907,59.1254437441907,0,0,0,7140.81491044705,7454.28216195012,7243.49578966817,7243.49578966817,7302.62123341236
2023-03-29,7246.42124060081,48.4388130526451,48.4388130526451,48.4388130526451,48.4388130526451,48.4388130526451,48.4388130526451,0,0,0,7135.78624585926,7445.26205135866,7246.42124060081,7246.42124060081,7294.86005365345
2023-03-30,7249.34669153345,54.60418020578,54.60418020578,54.60418020578,54.60418020578,54.60418020578,54.60418020578,0,0,0,7154.61912772181,7453.58642978053,7249.34669153345,7249.34669153345,7303.95087173923
2023-03-31,7252.27214246609,62.103102194654,62.103102194654,62.103102194654,62.103102194654,62.103102194654,62.103102194654,0,0,0,7161.73078298704,7455.62377550335,7252.27214246609,7252.27214246609,7314.37524466074
2023-04-03,7261.04849526401,63.5929803802359,63.5929803802359,63.5929803802359,63.5929803802359,63.5929803802359,63.5929803802359,0,0,0,7170.6619553399,7478.14693042726,7261.04849526401,7261.04849526401,7324.64147564425
2023-04-04,7263.97394619665,59.1254437442057,59.1254437442057,59.1254437442057,59.1254437442057,59.1254437442057,59.1254437442057,0,0,0,7172.8095154851,7460.51102221323,7263.97394619665,7263.97394619665,7323.09938994086
2023-04-05,7266.89939712929,48.4388130526448,48.4388130526448,48.4388130526448,48.4388130526448,48.4388130526448,48.4388130526448,0,0,0,7159.60949938664,7471.04223265687,7266.89939712929,7266.89939712929,7315.33821018194
2023-04-06,7269.82473822145,54.6041802057667,54.6041802057667,54.6041802057667,54.6041802057667,54.6041802057667,54.6041802057667,0,0,0,7185.25287496281,7475.39735016985,7269.82473822145,7269.82473822145,7324.42891842721
2023-04-07,7272.7500793136,62.1031021951047,62.1031021951047,62.1031021951047,62.1031021951047,62.1031021951047,62.1031021951047,0,0,0,7174.03854473583,7491.26612214069,7272.7500793136,7272.7500793136,7334.85318150871
2023-04-10,7281.52610259007,63.5929803802343,63.5929803802343,63.5929803802343,63.5929803802343,63.5929803802343,63.5929803802343,0,0,0,7199.01593409013,7501.9092546497,7281.52610259007,7281.52610259007,7345.1190829703
2023-04-11,7284.45144368223,59.1254437440583,59.1254437440583,59.1254437440583,59.1254437440583,59.1254437440583,59.1254437440583,0,0,0,7198.94624558706,7493.03599333614,7284.45144368223,7284.45144368223,7343.57688742628
2023-04-12,7287.37678477438,48.4388130526412,48.4388130526412,48.4388130526412,48.4388130526412,48.4388130526412,48.4388130526412,0,0,0,7185.13622639908,7485.96161808846,7287.37678477438,7287.37678477438,7335.81559782702
2023-04-13,7290.30212586654,54.60418020591,54.60418020591,54.60418020591,54.60418020591,54.60418020591,54.60418020591,0,0,0,7186.12761969568,7498.59592846709,7290.30212586654,7290.30212586654,7344.90630607245
2023-04-14,7293.22746695869,62.103102194965,62.103102194965,62.103102194965,62.103102194965,62.103102194965,62.103102194965,0,0,0,7202.93523682508,7508.81762925225,7293.22746695869,7293.22746695869,7355.33056915366
2023-04-17,7302.00349023516,63.5929803802327,63.5929803802327,63.5929803802327,63.5929803802327,63.5929803802327,63.5929803802327,0,0,0,7212.48862682439,7511.07090853534,7302.00349023516,7302.00349023516,7365.59647061539
2023-04-18,7304.92883132732,59.1254437443361,59.1254437443361,59.1254437443361,59.1254437443361,59.1254437443361,59.1254437443361,0,0,0,7217.85896088778,7506.46102960671,7304.92883132732,7304.92883132732,7364.05427507165
2023-04-19,7307.85417241947,48.4388130526392,48.4388130526392,48.4388130526392,48.4388130526392,48.4388130526392,48.4388130526392,0,0,0,7197.20300702744,7514.49081387967,7307.85417241947,7307.85417241947,7356.29298547211
2023-04-20,7310.77951351163,54.6041802058967,54.6041802058967,54.6041802058967,54.6041802058967,54.6041802058967,54.6041802058967,0,0,0,7223.21139283285,7526.94256696222,7310.77951351163,7310.77951351163,7365.38369371752
2023-04-21,7313.70485460378,62.103102194968,62.103102194968,62.103102194968,62.103102194968,62.103102194968,62.103102194968,0,0,0,7217.97845775378,7529.2667393879,7313.70485460378,7313.70485460378,7375.80795679875
2023-04-24,7322.48087788025,63.5929803805205,63.5929803805205,63.5929803805205,63.5929803805205,63.5929803805205,63.5929803805205,0,0,0,7229.72631818534,7540.04021768047,7322.48087788025,7322.48087788025,7386.07385826077
